"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2644394547";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Южное Медведково";"проезд Дежнёва, дом 25, корпус 1";"smespr@svao.mos.ru";"medvedkovo-juzhnoe.mos.ru";"(499) 473-15-65";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"приспособлен для лиц с нарушением ОДА";"общая физическая подготовка";"{coordinates=[37.635084008, 55.868704571], type=Point}";"{coordinates=[37.635084008, 55.868704571], type=Point}";
"2644394548";"Дворовая территория";"Универсальная спортивная площадка №1";"nested data";"Северо-Восточный административный округ";"район Свиблово";"Берингов проезд, дом 3, строение 2";"svispr@svao.mos.ru";"sviblovo.mos.ru";"(499) 180-69-32";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.658806936, 55.855624771], type=Point}";"{coordinates=[37.658806936, 55.855624771], type=Point}";
"2644394551";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Преображенское";"Просторная улица, дом 14, корпус 1, строение 1";"Uprava-Preobr@mos.ru";"preobr.mos.ru";"(499) 161-31-61";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.723595742, 55.805397879], type=Point}";"{coordinates=[37.723595742, 55.805397879], type=Point}";
"2644394553";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Преображенское";"Открытое шоссе, дом 2, корпус 6";"Uprava-Preobr@mos.ru";"preobr.mos.ru";"(499) 161-31-61";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.729132508, 55.807098726], type=Point}";"{coordinates=[37.729132508, 55.807098726], type=Point}";
"2644394555";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"Малая Семёновская улица, дом 12";"taty_sgora@mail.ru";"sokolinka.mos.ru/";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.710972966, 55.784045627], type=Point}";"{coordinates=[37.710972966, 55.784045627], type=Point}";
"2644394556";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"Зверинецкая улица, дом 6";"taty_sgora@mail.ru";"sokolinka.mos.ru";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"асфальтовое, бетонное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.72735899, 55.783535062], type=Point}";"{coordinates=[37.72735899, 55.783535062], type=Point}";
"2644394557";"Дворовая территория";"Универсальная спортивная площадка №1";"nested data";"Восточный административный округ";"район Соколиная Гора";"Вельяминовская улица, дом 6";"taty_sgora@mail.ru";"sokolinka.mos.ru";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.72422605, 55.781136862], type=Point}";"{coordinates=[37.72422605, 55.781136862], type=Point}";
"2644394558";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"проспект Будённого, дом 1/1";"taty_sgora@mail.ru";"mosg.ru";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.723226401, 55.779100719], type=Point}";"{coordinates=[37.723226401, 55.779100719], type=Point}";
"2644394559";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"Медовый переулок, дом 6";"taty_sgora@mail.ru";"sokolinka.mos.ru/";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.71099567, 55.783252444], type=Point}";"{coordinates=[37.71099567, 55.783252444], type=Point}";
"2644394560";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"10-я улица Соколиной Горы, дом 28";"vmo_sgora@mail.ru";"mosg.ru";"(499) 785-02-91";"";"nested data";"";"да";"лыжи беговые, прокат, 10 шт., зима ";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"асфальтовое, бетонное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.738293716, 55.774119328], type=Point}";"{coordinates=[37.738293716, 55.774119328], type=Point}";
"2644394561";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"Измайловское шоссе, дом 15, корпус 1";"taty_sgora@mail.ru";"mosg.ru";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.723758702, 55.780014231], type=Point}";"{coordinates=[37.723758702, 55.780014231], type=Point}";
"2644394562";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Северный";"9-я Северная линия, дом 25, корпус 1";"sever-ros@mail.ru";"severny.mos.ru";"(499) 767-79-81";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.552116058, 55.933104253], type=Point}";"{coordinates=[37.552116058, 55.933104253], type=Point}";
"2644394563";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Северный";"9-я Северная линия, дом 17";"sever-ros@mail.ru";"svao.mos.ru";"(499) 767-79-81";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.550448482, 55.933100893], type=Point}";"{coordinates=[37.550448482, 55.933100893], type=Point}";
"2644394565";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Северное Медведково";"проезд Шокальского, дом 57, корпус 2";"nmespr@mos.ru";"smedvedkovo.mos.ru";"(499) 476-77-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"газонное покрытие (искусственное)";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.662998654, 55.883579284], type=Point}";"{coordinates=[37.662998654, 55.883579284], type=Point}";
"2644394567";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Северное Медведково";"Широкая улица, дом 3, корпус 4";"nmespr@mos.ru";"smedvedkovo.mos.ru";"(499) 476-77-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.653305117, 55.890216405], type=Point}";"{coordinates=[37.653305117, 55.890216405], type=Point}";
"2644394569";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Северное Медведково";"Широкая улица, дом 21, корпус 2";"nmespr@mos.ru";"smedvedkovo.mos.ru";"(499) 476-77-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.671365778, 55.88860959], type=Point}";"{coordinates=[37.671365778, 55.88860959], type=Point}";
"2644394570";"Дворовая территория";"Площадка для игры в футбол";"nested data";"Северо-Восточный административный округ";"район Северное Медведково";"Северодвинская улица, дом 13, корпус 1";"nmespr@mos.ru";"smedvedkovo.mos.ru";"(499) 476-77-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.678771654, 55.891771257], type=Point}";"{coordinates=[37.678771654, 55.891771257], type=Point}";
"2644394572";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Северное Медведково";"Полярная улица, дом 56, корпус 2";"nmespr@mos.ru";"smedvedkovo.mos.ru";"(499) 476-77-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.648159491, 55.89246429], type=Point}";"{coordinates=[37.648159491, 55.89246429], type=Point}";
"2644394573";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Северное Медведково";"Студёный проезд, дом 12";"nmespr@mos.ru";"smedvedkovo.mos.ru";"(499) 476-77-86";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.659865237, 55.891980506], type=Point}";"{coordinates=[37.659865237, 55.891980506], type=Point}";
"2644394574";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Лианозово";"Новгородская улица, дом 34";"uprava-lianozovo@mail.ru";"lianozovo.mos.ru";"(499) 908-80-79";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.580679965, 55.904920338], type=Point}";"{coordinates=[37.580679965, 55.904920338], type=Point}";
"2644394575";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Лианозово";"Абрамцевская улица, дом 1";"uprava-lianozovo@mail.ru";"lianozovo.mos.ru";"(499) 908-80-79";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.572419228, 55.893426218], type=Point}";"{coordinates=[37.572419228, 55.893426218], type=Point}";
"2644394576";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Лианозово";"Абрамцевская улица, дом 12";"uprava-lianozovo@mail.ru";"lianozovo.mos.ru";"(499) 908-80-79";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"газонное покрытие (искусственное)";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.575611044, 55.896292689], type=Point}";"{coordinates=[37.575611044, 55.896292689], type=Point}";
"2644394578";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Сокольники";"Маленковская улица, дом 13/12";"gbusokolniki@pvao.mos.ru";"sokolniki.mos.ru/";"(495) 132-21-22";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение лампами накаливания";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.675561425, 55.788477665], type=Point}";"{coordinates=[37.675561425, 55.788477665], type=Point}";
"2644394582";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"Щербаковская улица, дом 58";"taty_sgora@mail.ru";"sokolinka.mos.ru/";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.740706423, 55.782241697], type=Point}";"{coordinates=[37.740706423, 55.782241697], type=Point}";
"2644394584";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"Щербаковская улица, дом 20";"taty_sgora@mail.ru";"sokolinka.mos.ru/";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.726613029, 55.781433464], type=Point}";"{coordinates=[37.726613029, 55.781433464], type=Point}";
"2644394585";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"улица Ибрагимова, дом 5А";"gbusokolgora@mail.ru";"mosg.ru";"(499) 785-91-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.729514454, 55.78011022], type=Point}";"{coordinates=[37.729514454, 55.78011022], type=Point}";
"2644394586";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Южное";"Россошанская улица, дом 9, корпус 1А";"sosch@uao.mos.ru";"chertanovo-juzhnoe.mos.ru";"(495) 389-47-09";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.61169147, 55.594837112], type=Point}";"{coordinates=[37.61169147, 55.594837112], type=Point}";
"2644394587";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Восточный административный округ";"район Соколиная Гора";"Щербаковская улица, дом 32/7";"taty_sgora@mail.ru";"sokolinka.mos.ru/";"(499) 785-02-91";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.729827201, 55.781746021], type=Point}";"{coordinates=[37.729827201, 55.781746021], type=Point}";
"2644394588";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Южное";"Россошанская улица, дом 3, корпус 1А";"sosch@uao.mos.ru";"chertanovo-juzhnoe.mos.ru";"(495) 389-47-09";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.607494529, 55.595468206], type=Point}";"{coordinates=[37.607494529, 55.595468206], type=Point}";
"2644394590";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Южное";"Россошанская улица, дом 11, корпус 3";"sosch@uao.mos.ru";"chertanovo-juzhnoe.mos.ru/";"(495) 389-47-09";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.61352668, 55.597364177], type=Point}";"{coordinates=[37.61352668, 55.597364177], type=Point}";
"2644394591";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Южное";"Россошанский проезд, дом 2, корпус 3";"chu-zhil@yandex.ru";"chertanovo-juzhnoe.mos.ru/";"(495) 389-47-09";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.607536177, 55.600843288], type=Point}";"{coordinates=[37.607536177, 55.600843288], type=Point}";
"2644394594";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Центральное";"улица Красного Маяка, дом 8, корпус 2";"gbuchc@mail.ru";"www.gbuchc.ru";"(495) 316-73-66";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"газонное покрытие (искусственное)";"0";"бесплатно";"";"приспособлен для всех групп инвалидов";"общая физическая подготовка";"{coordinates=[37.597201427, 55.613133685], type=Point}";"{coordinates=[37.597201427, 55.613133685], type=Point}";
"2644394595";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Центральное";"улица Красного Маяка, дом 15, корпус 4";"gbuchc@mail.ru";"chertanovocentr.mos.ru/";"(495) 316-73-66";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.584947311, 55.607475611], type=Point}";"{coordinates=[37.584947311, 55.607475611], type=Point}";
"2644394597";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Центральное";"Днепропетровская улица, дом 5, корпус 4";"gbuchc@mail.ru";"www.gbuchc.ru";"(495) 316-73-66";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"приспособлен для всех групп инвалидов";"общая физическая подготовка";"{coordinates=[37.598225878, 55.620918716], type=Point}";"{coordinates=[37.598225878, 55.620918716], type=Point}";
"2644394598";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Центральное";"Днепропетровская улица, дом 39";"chertanovocentr@mail.ru";"chertanovocentr.mos.ru/";"(495) 316-73-66";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"приспособлен для всех групп инвалидов";"общая физическая подготовка";"{coordinates=[37.59077952, 55.615467441], type=Point}";"{coordinates=[37.59077952, 55.615467441], type=Point}";
"2644394599";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Центральное";"Днепропетровская улица, дом 19, корпус 2";"chertanovocentr@mail.ru";"chertanovocentr.mos.ru";"(495) 389-16-66";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"приспособлен для всех групп инвалидов";"общая физическая подготовка";"{coordinates=[37.59051448, 55.622977111], type=Point}";"{coordinates=[37.59051448, 55.622977111], type=Point}";
"2644394601";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Царицыно";"Ереванская улица, дом 26, корпус 1";"sotsr@uao.mos.ru";"tsaricino.mos.ru";"(495) 321-86-13";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.677248367, 55.627567109], type=Point}";"{coordinates=[37.677248367, 55.627567109], type=Point}";
"2644394602";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Царицыно";"Кавказский бульвар, дом 8";"sotsr@uao.mos.ru";"tsaricino.mos.ru";"(495) 321-48-33";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.67030161, 55.635112441], type=Point}";"{coordinates=[37.67030161, 55.635112441], type=Point}";
"2644394606";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Северное";"Чертановская улица, дом 16, корпус 1";"315-50-36@mail.ru";"gbu-chs.ru/";"(495) 315-50-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"газонное покрытие (искусственное)";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.596419564, 55.627918485], type=Point}";"{coordinates=[37.596419564, 55.627918485], type=Point}";
"2644394607";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Северное";"Кировоградская улица, дом 7";"sonch@mos.ru";"chertanovo-severnoe.mos.ru/";"(495) 315-50-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.613076491, 55.626945301], type=Point}";"{coordinates=[37.613076491, 55.626945301], type=Point}";
"2644394608";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Северное";"Сумской проезд, дом 29";"315-50-36@mail.ru";"gbu-chs.ru/";"(495) 315-50-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.591891308, 55.627404075], type=Point}";"{coordinates=[37.591891308, 55.627404075], type=Point}";
"2644394610";"Дворовая территория";"Универсальная спортивная площадка №1";"nested data";"Южный административный округ";"район Чертаново Северное";"Кировоградская улица, дом 5";"sonch@mos.ru";"chertanovo-severnoe.mos.ru/";"(495) 315-50-36";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.612538501, 55.628913518], type=Point}";"{coordinates=[37.612538501, 55.628913518], type=Point}";
"2644394611";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Чертаново Северное";"Сумской проезд, дом 27";"315-50-36@mail.ru";"gbu-chs.ru/";"(495) 315-50-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.592678834, 55.628057877], type=Point}";"{coordinates=[37.592678834, 55.628057877], type=Point}";
"2644394612";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Южный административный округ";"район Царицыно";"Севанская улица, дом 52, корпус 2";"sotsr@uao.mos.ru";"tsaricino.mos.ru";"(495) 321-86-13";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.652626804, 55.625574935], type=Point}";"{coordinates=[37.652626804, 55.625574935], type=Point}";
"2644394615";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Шереметьевская улица, дом 43";"mrospr@svao.mos.ru";"marina-roscha.mos.ru";"(495) 602-64-67";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"20";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.614520245, 55.80846788], type=Point}";"{coordinates=[37.614520245, 55.80846788], type=Point}";
"2644394616";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьская улица, дом 64";"mrospr@svao.mos.ru";"marina-roscha.mos.ru";"(495) 602-64-67";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.614095485, 55.797979686], type=Point}";"{coordinates=[37.614095485, 55.797979686], type=Point}";
"2644394617";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьская улица, дом 19";"mrospr@svao.mos.ru";"marina-roscha.mos.ru";"(495) 602-64-67";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"12";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.612865178, 55.787708927], type=Point}";"{coordinates=[37.612865178, 55.787708927], type=Point}";
"2644394618";"Дворовая территория";"Универсальная спортивная площадка";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьская улица, дом 38, корпус 1";"mrospr@svao.mos.ru";"marina-roscha.mos.ru";"(495) 602-64-67";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"40";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.614345263, 55.790509093], type=Point}";"{coordinates=[37.614345263, 55.790509093], type=Point}";
